HScode,TradeValue,Description,hasGain,Tariff before CPTPP,Japan Rate for Canada TPP,ROC Gain - No Export Promotion,BC Gain - no export promotion,AB Gain - no export promotion,SK Gain - no export promotion,MB Gain - no export promotion,Western Canada Gain - no export promotion,Total Canada Gain - no export promotion,ROC Gain %,BC%,AB%,SK%,MB%,Western Canada Gain %,Total Canada Gain %
293359,669327,"Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, (other than malonylurea and its derivatives, loprazolam, mecloqualone, methaqualone, zipeprol, and salts thereof) n.e.c. in 2933.5",FALSE,,,,,,,,,,,,,,,,
853890,669355,"Electrical apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8535, 8536 or 8537",FALSE,,,,,,,,,,,,,,,,
902690,677649,"Instruments and apparatus; parts and accessories for those measuring or checking the flow, level, pressure or other variables of liquids or gases (excluding those of heading no. 9014, 9015, 9028 or 9032)",FALSE,,,,,,,,,,,,,,,,
160419,686144,"Fish preparations; fish prepared or preserved, whole or in pieces (but not minced), n.e.c. in heading no. 1604",FALSE,,,,,,,,,,,,,,,,
310520,687759,"Fertilizers, mineral or chemical; containing the three fertilizing elements nitrogen, phosphorus and potassium",FALSE,,,,,,,,,,,,,,,,
843290,693062,Machinery; parts of machinery for soil preparation or cultivation or for rollers for lawns or sports-grounds,FALSE,,,,,,,,,,,,,,,,
853990,695878,Lamps; parts of the lamps of heading no. 8539,FALSE,,,,,,,,,,,,,,,,
401693,699778,"Rubber; vulcanised (other than hard rubber), gaskets, washers and other seals, of non-cellular rubber",FALSE,,,,,,,,,,,,,,,,
920999,700080,"Musical instruments; parts and accessories for musical instruments n.e.c. in heading no. 9209; metronomes, tuning forks and pitch pipes",FALSE,,,,,,,,,,,,,,,,
180631,707805,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",FALSE,,,,,,,,,,,,,,,,
160559,708457,"Mollusc preparations; n.e.c. in item no. 1605.5, preparations such as pastes, sausages, prepared meals and the like",FALSE,,,,,,,,,,,,,,,,
902300,715127,"Instruments, apparatus and models; designed for demonstrational purposes (in education or exhibitions), unsuitable for other uses",FALSE,,,,,,,,,,,,,,,,
842240,721824,Machinery; for packing or wrapping,FALSE,,,,,,,,,,,,,,,,
901380,723338,"Optical devices, appliances and instruments; n.e.c. in heading no. 9013 (including liquid crystal devices)",FALSE,,,,,,,,,,,,,,,,
270210,730659,"Lignite; whether or not pulverised, but not agglomerated, excluding jet",FALSE,,,,,,,,,,,,,,,,
841981,738870,"Machinery, plant and equipment; for making hot drinks, for cooking or heating food",FALSE,,,,,,,,,,,,,,,,
920790,739173,"Musical instruments; (other than keyboard), the sound of which is produced or must be amplified electrically",FALSE,,,,,,,,,,,,,,,,
050510,748476,"Animal products; feathers and down used for stuffing, not further worked than cleaned, disinfected or treated for preservation",FALSE,,,,,,,,,,,,,,,,
680530,754302,"Abrasive powder or grain; natural or artificial, on a base of materials n.e.c. in heading no. 6805, whether or not cut to shape or sewn or otherwise made up",FALSE,,,,,,,,,,,,,,,,
030499,755733,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9",FALSE,,,,,,,,,,,,,,,,
841939,767403,"Dryers; for products n.e.c. in heading no. 8419, not used for domestic purposes",FALSE,,,,,,,,,,,,,,,,
811300,781394,"Cermets; articles thereof, including waste and scrap",FALSE,,,,,,,,,,,,,,,,
470100,784559,Wood pulp; mechanical wood pulp,FALSE,,,,,,,,,,,,,,,,
840710,786266,"Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines",FALSE,,,,,,,,,,,,,,,,
010392,788917,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",FALSE,,,,,,,,,,,,,,,,
701990,791321,Glass fibres; n.e.c. in heading no. 7019,FALSE,,,,,,,,,,,,,,,,
392310,795358,"Plastics; boxes, cases, crates and similar articles for the conveyance or packing of goods",FALSE,,,,,,,,,,,,,,,,
870323,803734,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1500 but not over 3000cc",FALSE,,,,,,,,,,,,,,,,
901812,809358,"Medical, surgical instruments and appliances; ultrasonic scanning apparatus",FALSE,,,,,,,,,,,,,,,,
730449,809551,"Steel, stainless; (excluding cold-drawn or cold-rolled), tubes pipes and hollow profiles of circular cross-section",FALSE,,,,,,,,,,,,,,,,
690919,811285,"Ceramic wares; for laboratory, chemical or other technical uses, other than articles having a hardness equivalent to 9 or more on the Mohs scale or of porcelain or china",FALSE,,,,,,,,,,,,,,,,
030474,815955,"Fish fillets; frozen, hake (Merluccius spp., Urophycis spp.)",FALSE,,,,,,,,,,,,,,,,
220890,820946,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",FALSE,,,,,,,,,,,,,,,,
854390,822643,Electrical machines and apparatus; parts of the electrical goods of heading no. 8543,FALSE,,,,,,,,,,,,,,,,
843610,822854,Machinery; for preparing animal feeding stuffs,FALSE,,,,,,,,,,,,,,,,
844010,823909,Book-binding machinery; including book-sewing machines,FALSE,,,,,,,,,,,,,,,,
841350,826909,"Pumps; reciprocating positive displacement pumps, n.e.c. in heading no. 8413, for liquids",FALSE,,,,,,,,,,,,,,,,
901320,827854,Lasers; other than laser diodes,FALSE,,,,,,,,,,,,,,,,
490199,828487,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91",FALSE,,,,,,,,,,,,,,,,
870870,829194,Vehicle parts; road wheels and parts and accessories thereof,FALSE,,,,,,,,,,,,,,,,
901480,829817,Navigational instruments and appliances; for navigation other than aeronautical or space navigation (excluding direction finding compasses),FALSE,,,,,,,,,,,,,,,,
853690,831588,"Electrical apparatus; n.e.c. in heading no. 8536, for switching or protecting electrical circuits, for a voltage not exceeding 1000 volts",FALSE,,,,,,,,,,,,,,,,
841950,832753,Heat exchange units; not used for domestic purposes,FALSE,,,,,,,,,,,,,,,,
841989,834579,"Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food",FALSE,,,,,,,,,,,,,,,,
200990,840139,"Juices; mixtures of fruits or vegetables, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter",FALSE,,,,,,,,,,,,,,,,
871640,847341,Trailers and semi-trailers; n.e.c. in item no. 8716.3,FALSE,,,,,,,,,,,,,,,,
903082,847432,Instruments and apparatus; for measuring or checking semiconductor wafers or devices,FALSE,,,,,,,,,,,,,,,,
846694,847515,"Machine-tools; parts and accessories, for the machines of heading no. 8462 or 8463, n.e.c. in heading no. 8466",FALSE,,,,,,,,,,,,,,,,
040490,850855,"Dairy produce; natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04",FALSE,,,,,,,,,,,,,,,,
230690,854680,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of oils, n.e.c. in heading no. 2306",FALSE,,,,,,,,,,,,,,,,
841391,858158,Pumps; parts thereof,FALSE,,,,,,,,,,,,,,,,
160432,861497,"Fish preparations; caviar substitutes, prepared from fish eggs",FALSE,,,,,,,,,,,,,,,,
842230,867525,"Machinery; for filling, closing, sealing, capsuling or labelling bottles, cans, bags or other containers, machinery for aerating beverages",FALSE,,,,,,,,,,,,,,,,
903039,870598,"Instruments and apparatus; for measuring or checking voltage, current, resistance or power, with a recording device (excluding multimeters)",FALSE,,,,,,,,,,,,,,,,
851822,872974,"Loudspeakers; multiple, mounted in the same enclosure",FALSE,,,,,,,,,,,,,,,,
732020,874874,Iron or steel; helical springs and leaves for springs,FALSE,,,,,,,,,,,,,,,,
844110,878314,"Machines; cutting, of all kinds, for making up paper pulp, paper or paperboard",FALSE,,,,,,,,,,,,,,,,
120600,888186,"Oil seeds; sunflower seeds, whether or not broken",FALSE,,,,,,,,,,,,,,,,
853190,896929,"Signalling apparatus; parts of the electric, sound or visual apparatus of heading no. 8531",FALSE,,,,,,,,,,,,,,,,
340220,901204,"Washing and cleaning preparations; surface-active, whether or not containing soap (excluding those of heading no. 3401), put up for retail sale",FALSE,,,,,,,,,,,,,,,,
050800,911287,"Animal products; coral and similar materials, shells of molluscs, crustaceans, echinoderms, cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof",FALSE,,,,,,,,,,,,,,,,
842490,921086,"Mechanical appliances; parts of machines projecting, dispersing or spraying liquids or powders, whether or not hand-operated",FALSE,,,,,,,,,,,,,,,,
902620,921884,Instruments and apparatus; for measuring or checking pressure,FALSE,,,,,,,,,,,,,,,,
160556,928572,"Mollusc preparations; clams, cockles and arkshells, prepared or preserved",FALSE,,,,,,,,,,,,,,,,
340540,929049,"Scouring pastes and powders and other scouring preparations; (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics, cellular rubber, impregnated, coated or covered)",FALSE,,,,,,,,,,,,,,,,
854442,946251,"Insulated electric conductors; for a voltage not exceeding 1000 volts, fitted with connectors",FALSE,,,,,,,,,,,,,,,,
902610,975619,Instruments and apparatus; for measuring or checking the flow or level of liquids,FALSE,,,,,,,,,,,,,,,,
840690,978812,Turbines; parts of steam and other vapour turbines,FALSE,,,,,,,,,,,,,,,,
902590,983280,"Hydrometers and similar floating instruments, barometers, hygrometers, psychrometers, thermometers, pyrometers; recording or not, any combination of these instruments, parts and accessories",FALSE,,,,,,,,,,,,,,,,
390730,998051,Epoxide resins; in primary forms,FALSE,,,,,,,,,,,,,,,,
903089,998996,"Instruments and apparatus; n.e.c. in heading no. 9030, without a recording device",FALSE,,,,,,,,,,,,,,,,
390950,1010207,Polyurethanes; in primary forms,FALSE,,,,,,,,,,,,,,,,
330790,1027262,Perfumes and deodorizers; perfuming or deodorizing preparations n.e.c. in heading no. 3307,FALSE,,,,,,,,,,,,,,,,
730890,1032593,"Iron or steel; structures and parts thereof, n.e.c. in heading 7308",FALSE,,,,,,,,,,,,,,,,
030743,1037419,"Molluscs; cuttle fish and squid, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, frozen",FALSE,,,,,,,,,,,,,,,,
030890,1050492,"Aquatic invertebrates; other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking, includes edible flours, meals, and pellets",FALSE,,,,,,,,,,,,,,,,
190120,1063401,"Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares",FALSE,,,,,,,,,,,,,,,,
848180,1069218,"Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves",FALSE,,,,,,,,,,,,,,,,
854449,1077722,"Insulated electric conductors; for a voltage not exceeding 1000 volts, not fitted with connectors",FALSE,,,,,,,,,,,,,,,,
902710,1080768,"Instruments and apparatus; gas or smoke analysis apparatus, for physical or chemical analysis",FALSE,,,,,,,,,,,,,,,,
840910,1087934,Engines; parts of aircraft engines (spark-ignition reciprocating or rotary internal combustion piston engines),FALSE,,,,,,,,,,,,,,,,
901920,1093548,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",FALSE,,,,,,,,,,,,,,,,
350400,1095374,"Peptones and their derivatives; other protein substances and their derivatives n.e.c. or included, hide powder, whether or not chromed",FALSE,,,,,,,,,,,,,,,,
030489,1110283,"Fish fillets; frozen, of fish n.e.c. in heading 0304.8",FALSE,,,,,,,,,,,,,,,,
940610,1113806,"Buildings; prefabricated, of wood",FALSE,,,,,,,,,,,,,,,,
360300,1128595,"Fuses and detonators; safety or detonating fuses, percussion or detonating caps, igniters, electric detonators",FALSE,,,,,,,,,,,,,,,,
294200,1129797,Organic compounds; n.e.c. in chapter 29,FALSE,,,,,,,,,,,,,,,,
903290,1130540,"Regulating or controlling instruments and apparatus; automatic, parts and accessories",FALSE,,,,,,,,,,,,,,,,
851850,1144366,Amplifier sets; electric sound,FALSE,,,,,,,,,,,,,,,,
848330,1148339,"Bearing housings, not incorporating ball or roller bearings and plain shaft bearings",FALSE,,,,,,,,,,,,,,,,
920600,1153476,"Musical instruments; percussion (e.g. drums, xylophones, cymbals, castanets, maracas)",FALSE,,,,,,,,,,,,,,,,
843143,1170569,Boring or sinking machinery; parts of the machinery of item no. 8430.41 or 8430.41,FALSE,,,,,,,,,,,,,,,,
731829,1175550,"Iron or steel; non-threaded articles, n.e.c. in item no. 7318.2",FALSE,,,,,,,,,,,,,,,,
401180,1185092,"Rubber; new pneumatic tyres, of a kind used on construction, mining or industrial handling vehicles and machines",FALSE,,,,,,,,,,,,,,,,
284590,1188101,"Isotopes (excluding those of heading no. 2844); compounds, inorganic or organic, of such isotopes, whether or not chemically defined",FALSE,,,,,,,,,,,,,,,,
291529,1194432,Acids; saturated acyclic monocarboxylic acids; acetic acid and its salts n.e.c. in item no. 2915.2,FALSE,,,,,,,,,,,,,,,,
300449,1202349,"Medicaments; containing alkaloids or their derivatives; other than ephedrine, pseudoephedrine (INN) or norephedrine or their salts; for therapeutic or prophylactic uses, packaged for retail sale",FALSE,,,,,,,,,,,,,,,,
381129,1204982,Lubricating oil additives; not containing petroleum oils or oils obtained from bituminous minerals,FALSE,,,,,,,,,,,,,,,,
392190,1213349,"Plastics; plates, sheets, film, foil and strip, other than cellular",FALSE,,,,,,,,,,,,,,,,
480261,1215505,"Uncoated paper and paperboard (not 4801 or 4803); over 10% by weight of mechanical or chemi-mechanical processed fibre, in rolls",FALSE,,,,,,,,,,,,,,,,
701939,1228075,"Glass fibres; webs, mattresses, boards and similar non-woven products excluding mats and thin sheets",FALSE,,,,,,,,,,,,,,,,
300212,1230469,"Blood, human or animal, antisera, other blood fractions and immunological products; antisera and other blood fractions",FALSE,,,,,,,,,,,,,,,,
300290,1232075,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products",FALSE,,,,,,,,,,,,,,,,
440795,1240286,"Wood; ash (Fraxinus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",FALSE,,,,,,,,,,,,,,,,
300215,1241891,"Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, put up in measured doses or in forms or packings for retail sale",FALSE,,,,,,,,,,,,,,,,
230330,1257525,Brewing or distilling dregs and waste; whether or not in the form of pellets,FALSE,,,,,,,,,,,,,,,,
841360,1264764,"Pumps; rotary positive displacement pumps, n.e.c. in heading no. 8413, for liquids",FALSE,,,,,,,,,,,,,,,,
901820,1273865,"Medical, surgical instruments and appliances; ultra-violet or infra-red ray apparatus",FALSE,,,,,,,,,,,,,,,,
262011,1300700,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly zinc, hard zinc spelter",FALSE,,,,,,,,,,,,,,,,
844240,1303159,"Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components; parts thereof",FALSE,,,,,,,,,,,,,,,,
481141,1303746,"Paper and paperboard; self-adhesive, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",FALSE,,,,,,,,,,,,,,,,
853650,1308278,"Electrical apparatus; switches n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts",FALSE,,,,,,,,,,,,,,,,
843139,1308434,"Machinery; parts of the machinery of heading no. 8428, (other than lifts, skip hoists or escalators)",FALSE,,,,,,,,,,,,,,,,
841990,1322875,"Machinery, plant and laboratory equipment; parts of equipment for treating materials by a process involving a change of temperature",FALSE,,,,,,,,,,,,,,,,
440929,1324132,"Wood; non-coniferous, other than bamboo or tropical wood, (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",FALSE,,,,,,,,,,,,,,,,
847981,1324471,"Machines and mechanical appliances; for treating metal, including electric wire coil-winders",FALSE,,,,,,,,,,,,,,,,
901310,1327939,"Optical appliances and instruments; telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter",FALSE,,,,,,,,,,,,,,,,
848130,1330939,"Valves; check (nonreturn) valves, for pipes, boiler shells, tanks, vats or the like",FALSE,,,,,,,,,,,,,,,,
870850,1334206,"Vehicle parts; drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",FALSE,,,,,,,,,,,,,,,,
851150,1349848,"Ignition or starting equipment; generators n.e.c. in heading no. 8511, of a kind used for spark or compression-ignition internal combustion engines",FALSE,,,,,,,,,,,,,,,,
848340,1357087,"Gears and gearing; (not toothed wheels, chain sprockets and other transmission elements presented separately); ball or roller screws; gear boxes and other speed changers, including torque converters",FALSE,,,,,,,,,,,,,,,,
300420,1382803,"Medicaments; containing antibiotics (other than penicillins, streptomycins or their derivatives), for therapeutic or prophylactic uses, packaged for retail sale",FALSE,,,,,,,,,,,,,,,,
848010,1391978,Moulding boxes; for metal foundry,FALSE,,,,,,,,,,,,,,,,
390720,1401281,"Polyethers; in primary forms, excluding polyacetals",FALSE,,,,,,,,,,,,,,,,
330491,1410501,"Cosmetic and toilet preparations; powders, whether or not compressed (excluding lip, eye, manicure or pedicure preparations)",FALSE,,,,,,,,,,,,,,,,
040210,1444144,"Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)",FALSE,,,,,,,,,,,,,,,,
841920,1500209,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",FALSE,,,,,,,,,,,,,,,,
847950,1500292,"Machinery and mechanical appliances; industrial robots, n.e.c. or included",FALSE,,,,,,,,,,,,,,,,
940690,1507971,"Buildings; prefabricated, not of wood",FALSE,,,,,,,,,,,,,,,,
160521,1520036,"Crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers",FALSE,,,,,,,,,,,,,,,,
252520,1520228,Mica; powder,FALSE,,,,,,,,,,,,,,,,
870880,1561312,Vehicle parts; suspension systems and parts thereof (including shock-absorbers),FALSE,,,,,,,,,,,,,,,,
401691,1563578,"Rubber; vulcanised (other than hard rubber), floor coverings and mats, of non-cellular rubber",FALSE,,,,,,,,,,,,,,,,
121221,1570092,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",FALSE,,,,,,,,,,,,,,,,
390931,1571569,"Amino-resins; n.e.c. in heading no. 3909, in primary forms, poly(methylene phenyl isocyanate) (Crude MDI, polymeric MDI)",FALSE,,,,,,,,,,,,,,,,
852610,1573541,Radar apparatus,FALSE,,,,,,,,,,,,,,,,
901390,1578276,Optical appliances and instruments; parts and accessories for articles of heading no. 9013,FALSE,,,,,,,,,,,,,,,,
292990,1591615,"Nitrogen-function compounds; n.e.c. in chapter 29, excluding isocyanates",FALSE,,,,,,,,,,,,,,,,
160553,1592735,"Mollusc preparations; mussels, prepared or preserved",FALSE,,,,,,,,,,,,,,,,
420219,1593239,"Cases and containers; trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",FALSE,,,,,,,,,,,,,,,,
871690,1645332,"Trailers, semi-trailers and other vehicles not mechanically propelled; parts thereof for heading no. 8716",FALSE,,,,,,,,,,,,,,,,
940540,1668580,"Lamps and light fittings; electric, n.e.c. in heading no. 9405",FALSE,,,,,,,,,,,,,,,,
903090,1685462,"Instruments, apparatus for measuring, checking electrical quantities, not meters of heading no. 9028; parts and accessories, for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",FALSE,,,,,,,,,,,,,,,,
848210,1698884,Ball bearings,FALSE,,,,,,,,,,,,,,,,
901590,1710077,Surveying equipment; parts and accessories for articles of heading no. 9015,FALSE,,,,,,,,,,,,,,,,
720291,1754830,Ferro-alloys; ferro-titanium and ferro-silico-titanium,FALSE,,,,,,,,,,,,,,,,
440793,1772821,"Wood; maple (Acer spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",FALSE,,,,,,,,,,,,,,,,
854320,1782390,Electrical machines and apparatus; signal generators,FALSE,,,,,,,,,,,,,,,,
842549,1786556,"Jacks and hoists; (other than hydraulic), of a kind used for raising vehicles",FALSE,,,,,,,,,,,,,,,,
950300,1795336,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds",FALSE,,,,,,,,,,,,,,,,
848390,1796519,"Transmission components; toothed wheels, chain sprockets and other transmission elements presented separately; parts",FALSE,,,,,,,,,,,,,,,,
843680,1842786,"Machinery; for agricultural, horticultural or forestry use and n.e.c. in heading no. 8436",FALSE,,,,,,,,,,,,,,,,
391910,1844429,"Plastics; plates, sheets, film, foil, tape, strip, other flat shapes thereof, self-adhesive, in rolls of a width not exceeding 20cm",FALSE,,,,,,,,,,,,,,,,
841459,1850842,Fans; n.e.c. in item no. 8414.51,FALSE,,,,,,,,,,,,,,,,
842199,1910577,Machinery; parts for filtering or purifying liquids or gases,FALSE,,,,,,,,,,,,,,,,
843149,1914118,"Machinery; parts of machines handling earth, minerals or ores and n.e.c. in heading no. 8431",FALSE,,,,,,,,,,,,,,,,
901819,1948826,"Medical, surgical instruments and appliances; electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1",FALSE,,,,,,,,,,,,,,,,
854079,1951174,"Tubes; microwave (for example klystrons, travelling wave tubes, carlinotrons), excluding magnetrons and grid-controlled tubes",FALSE,,,,,,,,,,,,,,,,
852351,1960184,"Semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of Chapter 37",FALSE,,,,,,,,,,,,,,,,
210690,1961853,Food preparations; n.e.c. in item no. 2106.10,FALSE,,,,,,,,,,,,,,,,
400239,1962789,"Rubber; synthetic, halo-isobutene-isoprene rubber (CIIR or BIIR), in primary forms or in plates, sheets or strip",FALSE,,,,,,,,,,,,,,,,
854140,1965918,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)",FALSE,,,,,,,,,,,,,,,,
293750,1974725,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues",FALSE,,,,,,,,,,,,,,,,
847982,1995019,"Machines; for mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring",FALSE,,,,,,,,,,,,,,,,
852691,2030268,Radio navigational aid apparatus,FALSE,,,,,,,,,,,,,,,,
902110,2034855,Orthopaedic or fracture appliances,FALSE,,,,,,,,,,,,,,,,
854310,2047690,Electrical machines and apparatus; particle accelerators,FALSE,,,,,,,,,,,,,,,,
120400,2065058,"Oil seeds; linseed, whether or not broken",FALSE,,,,,,,,,,,,,,,,
291815,2122288,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), salts and esters of citric acid",FALSE,,,,,,,,,,,,,,,,
160510,2157555,"Crustacean preparations; crab, prepared or preserved",FALSE,,,,,,,,,,,,,,,,
050610,2178730,Animal products; ossein and bones treated with acid,FALSE,,,,,,,,,,,,,,,,
854239,2188024,Electronic integrated circuits; n.e.c. in heading no. 8542,FALSE,,,,,,,,,,,,,,,,
847790,2189437,"Machinery; parts of the machines of heading no. 8477, n.e.c. in item no. 8477.90",FALSE,,,,,,,,,,,,,,,,
401110,2196180,"Rubber; new pneumatic tyres, of a kind used on motor cars (including station wagons and racing cars)",FALSE,,,,,,,,,,,,,,,,
930690,2205923,Ammunition; n.e.c. in chapter 93,FALSE,,,,,,,,,,,,,,,,
680520,2209786,"Abrasive powder or grain; natural or artificial, on a base of paper or paperboard only, whether or not cut to shape or sewn or otherwise made up",FALSE,,,,,,,,,,,,,,,,
852349,2318724,"Optical media; recorded, excluding products of Chapter 37",FALSE,,,,,,,,,,,,,,,,
880310,2353633,Aircraft and spacecraft; propellers and rotors and parts thereof,FALSE,,,,,,,,,,,,,,,,
950890,2363735,"Roundabouts, swings, shooting galleries, other fairground amusements; travelling theatres",FALSE,,,,,,,,,,,,,,,,
050690,2439553,"Animal products; bones and horn-cores and powder or waste of such, unworked, defatted, simply prepared (not cut to shape), or treated with acid or degelatinised, n.e.c. in heading no. 0506",FALSE,,,,,,,,,,,,,,,,
841221,2512555,"Engines; hydraulic power engines and motors, linear acting (cylinders)",FALSE,,,,,,,,,,,,,,,,
030289,2512912,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",FALSE,,,,,,,,,,,,,,,,
020312,2544895,"Meat; of swine, hams, shoulders and cuts thereof, with bone in, fresh or chilled",FALSE,,,,,,,,,,,,,,,,
842890,2705899,"Lifting, handling, loading or unloading machinery; n.e.c. in heading no. 8425, 8426, 8427 or 8428",FALSE,,,,,,,,,,,,,,,,
681510,2755423,Stone articles and articles of other mineral substances; non-electrical articles of graphite or other carbon,FALSE,,,,,,,,,,,,,,,,
180690,2760120,Chocolate and other food preparations containing cocoa; n.e.c. in chapter 18,FALSE,,,,,,,,,,,,,,,,
051110,2793607,Animal products; bovine semen,FALSE,,,,,,,,,,,,,,,,
030483,2874031,"Fish fillets; frozen, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",FALSE,,,,,,,,,,,,,,,,
760200,2896701,Aluminium; waste and scrap,FALSE,,,,,,,,,,,,,,,,
400231,2899610,"Rubber; synthetic, isobutene-isoprene (butyl) rubber (IIR), in primary forms or in plates, sheets or strip",FALSE,,,,,,,,,,,,,,,,
902730,2909133,"Spectrometers, spectrophotometers and spectrographs; using optical radiations (UV, visible, IR)",FALSE,,,,,,,,,,,,,,,,
848310,2933381,Transmission shafts (including cam shafts and crank shafts) and cranks,FALSE,,,,,,,,,,,,,,,,
903040,3071476,"Instruments and apparatus; specially designed for telecommunications (e.g. cross-talk meters, gain measuring instruments, distortion factor meters, psophometers)",FALSE,,,,,,,,,,,,,,,,
848250,3207782,Bearings; cylindrical roller bearings n.e.c. in heading no. 8482,FALSE,,,,,,,,,,,,,,,,
841490,3260343,"Pumps and compressors; parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan",FALSE,,,,,,,,,,,,,,,,
901420,3270545,Navigational instruments and appliances; for aeronautical or space navigation (excluding compasses),FALSE,,,,,,,,,,,,,,,,
901890,3315941,"Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018",FALSE,,,,,,,,,,,,,,,,
440791,3333804,"Wood; oak (Quercus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",FALSE,,,,,,,,,,,,,,,,
902750,3382291,"Instruments and apparatus; using optical radiations (UV, visible, IR), (other than spectrometers, spectrophotometers and spectrographs)",FALSE,,,,,,,,,,,,,,,,
040221,3385566,"Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)",FALSE,,,,,,,,,,,,,,,,
160530,3527863,"Crustacean preparations; lobster, prepared or preserved",FALSE,,,,,,,,,,,,,,,,
390290,3543809,"Propylene, other olefin polymers; n.e.c. in heading no. 3902, in primary forms",FALSE,,,,,,,,,,,,,,,,
841199,3590498,Turbines; parts of gas turbines (excluding turbo-jets and turbo-propellers),FALSE,,,,,,,,,,,,,,,,
851770,3600415,"Telephone sets and other apparatus for the transmission or reception of voice, images or other data, via a wired or wireless network; parts",FALSE,,,,,,,,,,,,,,,,
382430,3653527,"Metal carbides, non-agglomerated; mixed together or with metallic binders",FALSE,,,,,,,,,,,,,,,,
170211,3781264,"Sugars; lactose and lactose syrup, containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",FALSE,,,,,,,,,,,,,,,,
850440,3782135,Electrical static converters,FALSE,,,,,,,,,,,,,,,,
870310,3834916,"Vehicles; specially designed for travelling on snow, golf cars and similar vehicles",FALSE,,,,,,,,,,,,,,,,
