Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220600,"Beverages, fermented; (e.g. cider, perry, mead, sake)",7,Volume in litres,3833,,,,3833,,58651,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220600,"Beverages, fermented; (e.g. cider, perry, mead, sake)",7,Volume in litres,3598,,,,3598,,72093,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,Volume in litres,68218,,,,68218,,113188,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,Volume in litres,39084,,,,39084,,67672,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,Volume in litres,22404,,,,22404,,36560,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220830,Whiskies,7,Volume in litres,896047,,,,896047,,5704032,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220830,Whiskies,7,Volume in litres,2023403,,,,2023403,,8491297,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220830,Whiskies,7,Volume in litres,1210540,,,,1210540,,7530114,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220840,Rum and other spirits obtained by distilling fermented sugar-cane products,7,Volume in litres,180,,,,180,,2443,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220840,Rum and other spirits obtained by distilling fermented sugar-cane products,7,Volume in litres,180,,,,180,,3773,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220840,Rum and other spirits obtained by distilling fermented sugar-cane products,7,Volume in litres,1348,,,,1348,,22872,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220850,Gin and geneva,7,Volume in litres,420,,,,420,,8970,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220850,Gin and geneva,7,Volume in litres,6252,,,,6252,,61429,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220850,Gin and geneva,7,Volume in litres,4095,,,,4095,,48982,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220860,Vodka,7,Volume in litres,3314,,,,3314,,61418,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220860,Vodka,7,Volume in litres,1065,,,,1065,,34076,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220860,Vodka,7,Volume in litres,944,,,,944,,36312,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220870,Liqueurs and cordials,7,Volume in litres,3780,,,,3780,,41489,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220870,Liqueurs and cordials,7,Volume in litres,10482,,,,10482,,112380,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220870,Liqueurs and cordials,7,Volume in litres,21258,,,,21258,,179765,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,Volume in litres,487079,,,,487079,,1080805,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,Volume in litres,366041,,,,366041,,804469,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,Volume in litres,399082,,,,399082,,820946,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230120,"Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates",8,Weight in kilograms,1174,,,,1174,,1844,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230240,"Bran, sharps and other residues; of other cereals, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",8,Weight in kilograms,4592,,,,4592,,611108,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230240,"Bran, sharps and other residues; of other cereals, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",8,Weight in kilograms,8227,,,,8227,,1132146,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230240,"Bran, sharps and other residues; of other cereals, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",8,Weight in kilograms,4400,,,,4400,,630464,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230330,Brewing or distilling dregs and waste; whether or not in the form of pellets,1,No Quantity,0,,,,7438162,,1426436,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230330,Brewing or distilling dregs and waste; whether or not in the form of pellets,1,No Quantity,0,,,,7258954,,1644463,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230330,Brewing or distilling dregs and waste; whether or not in the form of pellets,1,No Quantity,0,,,,5550940,,1257525,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230620,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of linseed oils",1,No Quantity,0,,,,55316,,18823,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230690,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of oils, n.e.c. in heading no. 2306",1,No Quantity,0,,,,644,,145075,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230690,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of oils, n.e.c. in heading no. 2306",8,Weight in kilograms,462,,,,462,,154437,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230690,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of oils, n.e.c. in heading no. 2306",8,Weight in kilograms,4406,,,,4406,,854680,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230800,"Vegetable materials and vegetable waste, vegetable residues and by-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",8,Weight in kilograms,1238,,,,1238,,526666,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230800,"Vegetable materials and vegetable waste, vegetable residues and by-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",8,Weight in kilograms,2209,,,,2209,,984332,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230800,"Vegetable materials and vegetable waste, vegetable residues and by-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",8,Weight in kilograms,138,,,,138,,126048,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230910,"Dog or cat food; put up for retail sale, used in animal feeding",1,No Quantity,0,,,,4675799,,8993467,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230910,"Dog or cat food; put up for retail sale, used in animal feeding",8,Weight in kilograms,4964201,,,,4964201,,11131503,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230910,"Dog or cat food; put up for retail sale, used in animal feeding",1,No Quantity,0,,,,6037450,,12558417,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",8,Weight in kilograms,279902,,,,279902,,19899091,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",8,Weight in kilograms,1671697,,,,1671697,,19197790,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",8,Weight in kilograms,1572280,,,,1572280,,11507695,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,240210,"Cigars, cheroots and cigarillos; containing tobacco including the weight of every band, wrapper or attachment thereto",8,Weight in kilograms,124,,,,124,,13523,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,240220,Cigarettes; containing tobacco,8,Weight in kilograms,31,,,,31,,10040,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,240220,Cigarettes; containing tobacco,8,Weight in kilograms,14,,,,14,,3139,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,250100,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,8,Weight in kilograms,2,,,,2,,4315,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,250100,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,8,Weight in kilograms,116,,,,116,,6849,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,250100,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,1,No Quantity,0,,,,175,,7413,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,250410,"Graphite; natural, in powder or in flakes",1,No Quantity,0,,,,1099245,,1124167,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,250410,"Graphite; natural, in powder or in flakes",8,Weight in kilograms,654338,,,,654338,,842156,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,250410,"Graphite; natural, in powder or in flakes",1,No Quantity,0,,,,,,366898,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,250590,"Sands; natural, (other than silica and quartz sands), whether or not coloured, (other than metal-bearing sands of chapter 26)",8,Weight in kilograms,315,,,,315,,6578,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,250840,"Clays (excluding expanded clays of heading no. 6806); n.e.c. in heading no. 2508, whether or not calcined",8,Weight in kilograms,41,,,,41,,11208,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,250840,"Clays (excluding expanded clays of heading no. 6806); n.e.c. in heading no. 2508, whether or not calcined",8,Weight in kilograms,4,,,,4,,6669,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,251611,Granite; crude or roughly trimmed,1,No Quantity,0,,,,,,109684,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,251611,Granite; crude or roughly trimmed,1,No Quantity,0,,,,,,87741,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,251690,"Monumental or building stone; n.e.c. in heading no. 2516, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",8,Weight in kilograms,15,,,,15,,4181,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,251690,"Monumental or building stone; n.e.c. in heading no. 2516, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",8,Weight in kilograms,9,,,,9,,1990,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,251990,"Magnesia, fused or dead-burned (sintered); whether or not containing small quantities of other oxides added before sintering, other magnesium oxide, whether or not pure, (not natural magnesium carbonate)",1,No Quantity,0,,,,12882,,374244,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,251990,"Magnesia, fused or dead-burned (sintered); whether or not containing small quantities of other oxides added before sintering, other magnesium oxide, whether or not pure, (not natural magnesium carbonate)",8,Weight in kilograms,40968,,,,40968,,406849,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,251990,"Magnesia, fused or dead-burned (sintered); whether or not containing small quantities of other oxides added before sintering, other magnesium oxide, whether or not pure, (not natural magnesium carbonate)",1,No Quantity,0,,,,18357,,418514,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,252329,"Cement; portland, other than white, whether or not artificially coloured",1,No Quantity,0,,,,30289,,2135,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,252510,Mica; crude and rifted into sheets or splittings,8,Weight in kilograms,2,,,,2,,5697,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,252520,Mica; powder,8,Weight in kilograms,2825,,,,2825,,2105890,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,252520,Mica; powder,8,Weight in kilograms,1717,,,,1717,,1337236,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,252520,Mica; powder,8,Weight in kilograms,1917,,,,1917,,1520228,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,252620,"Steatite; natural, crushed, powdered, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc",1,No Quantity,0,,,,21908,,10116,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,252620,"Steatite; natural, crushed, powdered, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc",1,No Quantity,0,,,,22491,,10385,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,252930,Leucite; nepheline and nepheline syenite,1,No Quantity,0,,,,3638622,,868070,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,252930,Leucite; nepheline and nepheline syenite,1,No Quantity,0,,,,3540768,,707272,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,252930,Leucite; nepheline and nepheline syenite,1,No Quantity,0,,,,2807459,,560793,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,253090,Mineral substances; n.e.c. in chapter 25,8,Weight in kilograms,25,,,,25,,3441,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,260111,Iron ores and concentrates; non-agglomerated,1,No Quantity,0,,,,3576243974,,267841190,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,260111,Iron ores and concentrates; non-agglomerated,1,No Quantity,0,,,,,,357267190,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,260111,Iron ores and concentrates; non-agglomerated,1,No Quantity,0,,,,,,516493405,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,260112,Iron ores and concentrates; agglomerated (excluding roasted iron pyrites),1,No Quantity,0,,,,3253006736,,367484506,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,260112,Iron ores and concentrates; agglomerated (excluding roasted iron pyrites),1,No Quantity,0,,,,2143863359,,253969920,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,260112,Iron ores and concentrates; agglomerated (excluding roasted iron pyrites),1,No Quantity,0,,,,2811250068,,333030998,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,260300,Copper ores and concentrates,1,No Quantity,0,,,,468184885,,714542131,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,260300,Copper ores and concentrates,1,No Quantity,0,,,,,,752793376,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,260300,Copper ores and concentrates,1,No Quantity,0,,,,,,579702889,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,260800,Zinc ores and concentrates,1,No Quantity,0,,,,7460323,,9056462,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,261400,Titanium ores and concentrates,1,No Quantity,0,,,,,,42008846,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,261400,Titanium ores and concentrates,1,No Quantity,0,,,,,,27189610,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,261400,Titanium ores and concentrates,1,No Quantity,0,,,,,,69795594,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,261510,Zirconium ores and concentrates,1,No Quantity,0,,,,10740,,16651,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,261610,Silver ores and concentrates,8,Weight in kilograms,34,,,,34,,320690,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,261690,Precious metal ores and concentrates; (excluding silver),8,Weight in kilograms,995,,,,995,,2148718,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,261790,Ores and concentrates n.e.c. in chapter 26; other than antimony,8,Weight in kilograms,3,,,,3,,5492,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,261790,Ores and concentrates n.e.c. in chapter 26; other than antimony,8,Weight in kilograms,3515,,,,,,2624,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,262011,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly zinc, hard zinc spelter",1,No Quantity,0,,,,93052,,208606,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,262011,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly zinc, hard zinc spelter",1,No Quantity,0,,,,263412,,667378,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,262011,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly zinc, hard zinc spelter",1,No Quantity,0,,,,513382,,1300700,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,262190,Slag and ash n.e.c. in chapter 26; including seaweed ash (kelp) but excluding ash and residues from the incineration of municipal waste,8,Weight in kilograms,127,,,,127,,55898,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,262190,Slag and ash n.e.c. in chapter 26; including seaweed ash (kelp) but excluding ash and residues from the incineration of municipal waste,8,Weight in kilograms,63,,,,63,,28303,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",1,No Quantity,0,,,,98505878,,15570028,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,270112,"Coal; bituminous, whether or not pulverised, but not agglomerated",1,No Quantity,0,,,,12595894625,,1521973139,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,270112,"Coal; bituminous, whether or not pulverised, but not agglomerated",1,No Quantity,0,,,,,,1606326564,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,270112,"Coal; bituminous, whether or not pulverised, but not agglomerated",1,No Quantity,0,,,,,,1701162894,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",1,No Quantity,0,,,,259417729,,25665639,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",1,No Quantity,0,,,,175957069,,20115129,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,270210,"Lignite; whether or not pulverised, but not agglomerated, excluding jet",1,No Quantity,0,,,,,,407235,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,270210,"Lignite; whether or not pulverised, but not agglomerated, excluding jet",1,No Quantity,0,,,,7041403,,733928,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,270210,"Lignite; whether or not pulverised, but not agglomerated, excluding jet",1,No Quantity,0,,,,7010036,,730659,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,270300,"Peat; (including peat litter), whether or not agglomerated",1,No Quantity,0,,,,68192381,,11064975,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,270300,"Peat; (including peat litter), whether or not agglomerated",1,No Quantity,0,,,,61460957,,10427795,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,270300,"Peat; (including peat litter), whether or not agglomerated",1,No Quantity,0,,,,62121814,,10539920,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,44045500,,,,44045500,,17620730,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,271012,"Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; light oils and preparations",8,Weight in kilograms,1344,,,,1344,,8274,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,271012,"Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; light oils and preparations",8,Weight in kilograms,852,,,,852,,5772,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,271012,"Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; light oils and preparations",8,Weight in kilograms,1720,,,,1720,,8706,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,271019,"Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations",8,Weight in kilograms,318401,,,,318401,,3139607,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,271019,"Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations",8,Weight in kilograms,158002,,,,158002,,2250910,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,271019,"Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations",8,Weight in kilograms,208265,,,,208265,,2434067,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,271112,"Petroleum gases and other gaseous hydrocarbons; liquefied, propane",1,No Quantity,0,,,,,,117030946,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,271220,"Paraffin wax; containing by weight less than 0.75% of oil, obtained by synthesis or by other processes, whether or not coloured",8,Weight in kilograms,6400,,,,6400,,67276,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,271220,"Paraffin wax; containing by weight less than 0.75% of oil, obtained by synthesis or by other processes, whether or not coloured",8,Weight in kilograms,2904,,,,2904,,8146,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,271290,"Paraffin wax; containing by weight 0.75% or more of oil, obtained by synthesis or by other processes, whether or not coloured",8,Weight in kilograms,50924,,,,50924,,142810,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,271290,"Paraffin wax; containing by weight 0.75% or more of oil, obtained by synthesis or by other processes, whether or not coloured",8,Weight in kilograms,26720,,,,26720,,75653,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,271311,"Petroleum coke; (not calcined), obtained from bituminous minerals",1,No Quantity,0,,,,498163077,,46936730,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,271311,"Petroleum coke; (not calcined), obtained from bituminous minerals",1,No Quantity,0,,,,484110703,,56083402,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,271311,"Petroleum coke; (not calcined), obtained from bituminous minerals",1,No Quantity,0,,,,397221157,,46017396,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,280120,Iodine,8,Weight in kilograms,575,,,,575,,11841,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,280120,Iodine,8,Weight in kilograms,530,,,,530,,11663,,,6
